tissue,annotation_level,celltype,marker
Fetal Development,L2,Cerebrum-Megakaryocytes,GP9
Fetal Development,L2,Heart-Erythroblasts,LY6K
Fetal Development,L2,Heart-Erythroblasts,PGBD4
Fetal Development,L2,Heart-Erythroblasts,RP11-389C8.3
Fetal Development,L2,Heart-Erythroblasts,RPL24P2
Fetal Development,L2,Heart-Erythroblasts,SPATA41
Fetal Development,L2,Heart-Erythroblasts,SPRR2A
Fetal Development,L2,Heart-Erythroblasts,RP11-215A21.2
Fetal Development,L2,Heart-Erythroblasts,EIF3C
Fetal Development,L2,Heart-Erythroblasts,SERPINB7
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,ENDOU
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,KISS1
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,CSH2
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,PSG2
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,PSG1
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,PSG4
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,PSG3
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,PSG11
Fetal Development,L2,Lung-CSH1 CSH2 Positive Cells,XAGE3
Lung v1,L1,Alveolar Epithelial Type 1,GPRC5A
Lung v1,L1,Alveolar Epithelial Type 1,SCEL
Lung v1,L1,Alveolar Epithelial Type 1,LAMA3
Lung v1,L1,Alveolar Epithelial Type 1,ARHGEF26
Lung v1,L1,Alveolar Epithelial Type 1,DST
Lung v1,L1,Alveolar Epithelial Type 1,RTKN2
Lung v1,L1,Alveolar Epithelial Type 1,SPOCK2
Lung v1,L1,Alveolar Epithelial Type 1,LMO7
Lung v1,L1,Alveolar Epithelial Type 1,AGER
Lung v1,L1,B,BLK
Lung v1,L1,B,CD79B
Lung v1,L1,B,CD79A
Lung v1,L1,B,ADAM28
Lung v1,L1,B,VPREB3
Lung v1,L1,B,BANK1
Lung v1,L1,B,LINC00926
Lung v1,L1,B,SP140
Lung v1,L1,B,CD22
Lung v1,L1,Basal,KRT19
Lung v1,L1,Basal,KRT5
Lung v1,L1,Basal,DST
Lung v1,L1,Basal,KRT17
Lung v1,L1,Basal,S100A2
Lung v1,L1,Basal,FHL2
Lung v1,L1,Basal,ITGA2
Lung v1,L1,Basal,PERP
Lung v1,L1,Basal,CLDN1
Lung v1,L1,CD14+ Monocyte,VCAN
Lung v1,L1,CD14+ Monocyte,CSF3R
Lung v1,L1,CD14+ Monocyte,CD300E
Lung v1,L1,CD14+ Monocyte,METTL9
Lung v1,L1,CD14+ Monocyte,S100A12
Lung v1,L1,CD14+ Monocyte,CD99
Lung v1,L1,CD14+ Monocyte,CTSS
Lung v1,L1,CD14+ Monocyte,FCN1
Lung v1,L1,CD14+ Monocyte,S100A8
Lung v1,L1,CD4 T,LEF1
Lung v1,L1,CD4 T,BCL11B
Lung v1,L1,CD4 T,CD6
Lung v1,L1,CD4 T,MAL
Lung v1,L1,CD4 T,CAMK4
Lung v1,L1,CD4 T,MALAT1
Lung v1,L1,CD4 T,TRAT1
Lung v1,L1,CD4 T,ITK
Lung v1,L1,CD4 T,IL7R
Lung v1,L1,Ciliated,C20ORF85
Lung v1,L1,Ciliated,FANK1
Lung v1,L1,Ciliated,SNTN
Lung v1,L1,Ciliated,DNAH6
Lung v1,L1,Ciliated,CDHR3
Lung v1,L1,Ciliated,CCDC170
Lung v1,L1,Ciliated,ZMYND10
Lung v1,L1,Ciliated,FAM92B
Lung v1,L1,Ciliated,CAPS
Lung v1,L1,Dendritic,HLA-DMB
Lung v1,L1,Dendritic,MS4A6A
Lung v1,L1,Dendritic,FCGR2B
Lung v1,L1,Dendritic,RGS1
Lung v1,L1,Dendritic,CLEC10A
Lung v1,L1,Dendritic,GPR183
Lung v1,L1,Dendritic,FPR3
Lung v1,L1,Dendritic,CSF2RA
Lung v1,L1,Dendritic,HLA-DQA1
Lung v1,L1,Fibroblast,ABLIM1
Lung v1,L1,Fibroblast,CFD
Lung v1,L1,Fibroblast,C1R
Lung v1,L1,Fibroblast,LUM
Lung v1,L1,Fibroblast,C1S
Lung v1,L1,Fibroblast,ADH1B
Lung v1,L1,Fibroblast,SLIT2
Lung v1,L1,Fibroblast,C3
Lung v1,L1,Fibroblast,DCN
Lung v1,L1,Lymphatic,TBX1
Lung v1,L1,Lymphatic,MMRN1
Lung v1,L1,Lymphatic,PROX1
Lung v1,L1,Lymphatic,TIMP3
Lung v1,L1,Lymphatic,TFF3
Lung v1,L1,Lymphatic,PKHD1L1
Lung v1,L1,Lymphatic,IGFBP7
Lung v1,L1,Lymphatic,PPFIBP1
Lung v1,L1,Lymphatic,TFPI
Lung v1,L1,Macrophage,C1QB
Lung v1,L1,Macrophage,SLCO2B1
Lung v1,L1,Macrophage,C1QA
Lung v1,L1,Macrophage,MARCO
Lung v1,L1,Macrophage,APOC1
Lung v1,L1,Macrophage,GPD1
Lung v1,L1,Macrophage,ITGAX
Lung v1,L1,Macrophage,VSIG4
Lung v1,L1,Macrophage,OLR1
Lung v1,L1,Natural Killer,FCGR3A
Lung v1,L1,Natural Killer,GNLY
Lung v1,L1,Natural Killer,SPON2
Lung v1,L1,Natural Killer,GZMB
Lung v1,L1,Natural Killer,PYHIN1
Lung v1,L1,Natural Killer,NKG7
Lung v1,L1,Natural Killer,KLRD1
Lung v1,L1,Natural Killer,CD247
Lung v1,L1,Natural Killer,KLRF1
Lung v1,L1,Plasma,PRDX4
Lung v1,L1,Plasma,XBP1
Lung v1,L1,Plasma,SSR4
Lung v1,L1,Plasma,MANF
Lung v1,L1,Plasma,TNFRSF17
Lung v1,L1,Plasma,DERL3
Lung v1,L1,Plasma,POU2AF1
Lung v1,L1,Plasma,SEC11C
Lung v1,L1,Plasma,HSP90B1
Lung v1,L1,Alveolar Epithelial Type 2,SFTPB
Lung v1,L1,Alveolar Epithelial Type 2,ABCA3
Lung v1,L1,Alveolar Epithelial Type 2,SFTPC
Lung v1,L1,Alveolar Epithelial Type 2,NAPSA
Lung v1,L1,Alveolar Epithelial Type 2,SFTPD
Lung v1,L1,Alveolar Epithelial Type 2,SLC34A2
Lung v1,L1,Alveolar Epithelial Type 2,LAMP3
Lung v1,L1,Alveolar Epithelial Type 2,LPCAT1
Lung v1,L1,Alveolar Epithelial Type 2,SFTPA2
Lung v1,L1,Basophil/Mast,CPA3
Lung v1,L1,Basophil/Mast,HPGDS
Lung v1,L1,Basophil/Mast,HDC
Lung v1,L1,Basophil/Mast,GRAP2
Lung v1,L1,Basophil/Mast,GATA2
Lung v1,L1,Basophil/Mast,MS4A2
Lung v1,L1,Basophil/Mast,TPSAB1
Lung v1,L1,Basophil/Mast,CD44
Lung v1,L1,Basophil/Mast,VWA5A
Lung v1,L1,CD16+ Monocyte,FCGR3A
Lung v1,L1,CD16+ Monocyte,IFITM2
Lung v1,L1,CD16+ Monocyte,RPS19
Lung v1,L1,CD16+ Monocyte,COTL1
Lung v1,L1,CD16+ Monocyte,LILRB2
Lung v1,L1,CD16+ Monocyte,AIF1
Lung v1,L1,CD16+ Monocyte,SAT1
Lung v1,L1,CD16+ Monocyte,FCN1
Lung v1,L1,CD16+ Monocyte,RHOC
Lung v1,L1,Capillary,BTNL9
Lung v1,L1,Capillary,CDH5
Lung v1,L1,Capillary,EPAS1
Lung v1,L1,Capillary,RAMP3
Lung v1,L1,Capillary,PODXL
Lung v1,L1,Capillary,CD81
Lung v1,L1,Capillary,FLNB
Lung v1,L1,Capillary,NOSTRIN
Lung v1,L1,Capillary,CDC42EP1
Lung v1,L1,CD8 T,RPS27
Lung v1,L1,CD8 T,CD8B
Lung v1,L1,CD8 T,CD8A
Lung v1,L1,CD8 T,GZMA
Lung v1,L1,CD8 T,RPL34
Lung v1,L1,CD8 T,NKG7
Lung v1,L1,CD8 T,CD3G
Lung v1,L1,CD8 T,GZMH
Lung v1,L1,CD8 T,CD3D
Lung v1,L1,Club,SFTPB
Lung v1,L1,Club,KIAA1324
Lung v1,L1,Club,CEACAM6
Lung v1,L1,Club,PIGR
Lung v1,L1,Club,DSTN
Lung v1,L1,Club,WFDC2
Lung v1,L1,Club,CTSE
Lung v1,L1,Club,C16ORF89
Lung v1,L1,Club,CYB5A
Lung v1,L1,Myofibroblast,COL1A2
Lung v1,L1,Myofibroblast,ASPN
Lung v1,L1,Myofibroblast,POSTN
Lung v1,L1,Myofibroblast,COL3A1
Lung v1,L1,Myofibroblast,CALD1
Lung v1,L1,Myofibroblast,COL6A3
Lung v1,L1,Myofibroblast,ITGBL1
Lung v1,L1,Myofibroblast,BGN
Lung v1,L1,Myofibroblast,LTBP1
Lung v1,L1,Plasmacytoid Dendritic,PTPRE
Lung v1,L1,Plasmacytoid Dendritic,IRF4
Lung v1,L1,Plasmacytoid Dendritic,NPC2
Lung v1,L1,Plasmacytoid Dendritic,GZMB
Lung v1,L1,Plasmacytoid Dendritic,IL3RA
Lung v1,L1,Plasmacytoid Dendritic,SEC61B
Lung v1,L1,Plasmacytoid Dendritic,IRF7
Lung v1,L1,Plasmacytoid Dendritic,TYROBP
Lung v1,L1,Plasmacytoid Dendritic,PLD4
Lung v1,L1,Proliferating Macrophage,ANLN
Lung v1,L1,Proliferating Macrophage,TPX2
Lung v1,L1,Proliferating Macrophage,UBE2C
Lung v1,L1,Proliferating Macrophage,STMN1
Lung v1,L1,Proliferating Macrophage,BIRC5
Lung v1,L1,Proliferating Macrophage,CDK1
Lung v1,L1,Proliferating Macrophage,NUSAP1
Lung v1,L1,Proliferating Macrophage,TYMS
Lung v1,L1,Proliferating Macrophage,KPNA2
Lung v1,L1,Proliferating NK/T,CENPF
Lung v1,L1,Proliferating NK/T,UBE2C
Lung v1,L1,Proliferating NK/T,TOP2A
Lung v1,L1,Proliferating NK/T,BIRC5
Lung v1,L1,Proliferating NK/T,H2AFV
Lung v1,L1,Proliferating NK/T,HMGB2
Lung v1,L1,Proliferating NK/T,KIF2C
Lung v1,L1,Proliferating NK/T,SMC4
Lung v1,L1,Proliferating NK/T,AURKB
Lung v1,L1,Bronchial Vessel,POSTN
Lung v1,L1,Bronchial Vessel,EMCN
Lung v1,L1,Bronchial Vessel,COL15A1
Lung v1,L1,Bronchial Vessel,VWF
Lung v1,L1,Bronchial Vessel,ZNF385D
Lung v1,L1,Bronchial Vessel,ENPP2
Lung v1,L1,Bronchial Vessel,SPARCL1
Lung v1,L1,Bronchial Vessel,INHBB
Lung v1,L1,Bronchial Vessel,SPRY1
Lung v1,L1,Mucous,BPIFB1
Lung v1,L1,Mucous,RARRES1
Lung v1,L1,Mucous,MUC5B
Lung v1,L1,Mucous,SCGB1A1
Lung v1,L1,Mucous,SLPI
Lung v1,L1,Mucous,LCN2
Lung v1,L1,Mucous,WFDC2
Lung v1,L1,Mucous,SAA1
Lung v1,L1,Mucous,MSMB
Lung v1,L1,Vein,SRPX
Lung v1,L1,Vein,TGM2
Lung v1,L1,Vein,SELP
Lung v1,L1,Vein,PTPRB
Lung v1,L1,Vein,CPE
Lung v1,L1,Vein,SLCO2A1
Lung v1,L1,Vein,LIFR
Lung v1,L1,Vein,PRSS23
Lung v1,L1,Vein,PLA1A
Lung v1,L1,Pericyte,PDGFRB
Lung v1,L1,Pericyte,COL4A1
Lung v1,L1,Pericyte,NID1
Lung v1,L1,Pericyte,CALD1
Lung v1,L1,Pericyte,COL4A2
Lung v1,L1,Pericyte,CHN1
Lung v1,L1,Pericyte,LAMC3
Lung v1,L1,Pericyte,LAMB1
Lung v1,L1,Pericyte,TACC1
Lung v1,L1,Smooth Muscle,DES
Lung v1,L1,Smooth Muscle,PLN
Lung v1,L1,Smooth Muscle,ACTA2
Lung v1,L1,Smooth Muscle,CNN1
Lung v1,L1,Smooth Muscle,CALD1
Lung v1,L1,Smooth Muscle,CSRP1
Lung v1,L1,Smooth Muscle,DSTN
Lung v1,L1,Smooth Muscle,MYL9
Lung v1,L1,Smooth Muscle,MYH11
Lung v1,L1,Artery,EFNB2
Lung v1,L1,Artery,EPAS1
Lung v1,L1,Artery,HEY1
Lung v1,L1,Artery,PTPRB
Lung v1,L1,Artery,GJA5
Lung v1,L1,Artery,SEMA3G
Lung v1,L1,Artery,BMX
Lung v1,L1,Artery,ARGLU1
Lung v1,L1,Artery,FBLN5
Lung v1,L1,Capillary Aerocyte,APP
Lung v1,L1,Capillary Aerocyte,TBX2
Lung v1,L1,Capillary Aerocyte,CLDN5
Lung v1,L1,Capillary Aerocyte,EDNRB
Lung v1,L1,Capillary Aerocyte,EMCN
Lung v1,L1,Capillary Aerocyte,SOSTDC1
Lung v1,L1,Capillary Aerocyte,ESAM
Lung v1,L1,Capillary Aerocyte,STXBP6
Lung v1,L1,Capillary Aerocyte,CYP3A5
Lung v1,L1,Capillary Intermediate,WWTR1
Lung v1,L1,Capillary Intermediate,ACVRL1
Lung v1,L1,Capillary Intermediate,RALA
Lung v1,L1,Capillary Intermediate,GALNT18
Lung v1,L1,Capillary Intermediate,PECAM1
Lung v1,L1,Capillary Intermediate,SH3BP5
Lung v1,L1,Capillary Intermediate,IPO7
Lung v1,L1,Capillary Intermediate,SRSF11
Lung v1,L1,Capillary Intermediate,VAT1
Lung v1,L1,Lipofibroblast,CCDC71L
Lung v1,L1,Lipofibroblast,FGF7
Lung v1,L1,Lipofibroblast,C7
Lung v1,L1,Lipofibroblast,HAS1
Lung v1,L1,Lipofibroblast,OSR1
Lung v1,L1,Lipofibroblast,CPXM1
Lung v1,L1,Lipofibroblast,MEDAG
Lung v1,L1,Lipofibroblast,C3
Lung v1,L1,Lipofibroblast,STEAP1
Lung v1,L1,Mesothelial,WT1
Lung v1,L1,Mesothelial,ALDH1A3
Lung v1,L1,Mesothelial,SLPI
Lung v1,L1,Mesothelial,MGARP
Lung v1,L1,Mesothelial,DMKN
Lung v1,L1,Mesothelial,PRG4
Lung v1,L1,Mesothelial,DSC3
Lung v1,L1,Mesothelial,C3
Lung v1,L1,Mesothelial,ITLN1
Lung v1,L1,Platelet/Megakaryocyte,CMTM5
Lung v1,L1,Platelet/Megakaryocyte,CABP5
Lung v1,L1,Platelet/Megakaryocyte,ITGA2B
Lung v1,L1,Platelet/Megakaryocyte,TMEM40
Lung v1,L1,Platelet/Megakaryocyte,GRAP2
Lung v1,L1,Platelet/Megakaryocyte,PF4
Lung v1,L1,Platelet/Megakaryocyte,GP6
Lung v1,L1,Platelet/Megakaryocyte,ACRBP
Lung v1,L1,Platelet/Megakaryocyte,GP9
Lung v1,L1,Natural Killer T,CD2
Lung v1,L1,Natural Killer T,CEBPB
Lung v1,L1,Natural Killer T,CD7
Lung v1,L1,Natural Killer T,LGALS1
Lung v1,L1,Natural Killer T,CXCR4
Lung v1,L1,Natural Killer T,CCL5
Lung v1,L1,Natural Killer T,S100A6
Lung v1,L1,Natural Killer T,CTSW
Lung v1,L1,Natural Killer T,ZFP36L2
Lung v1,L1,Fibromyocyte,CNN1
Lung v1,L1,Fibromyocyte,CSRP1
Lung v1,L1,Fibromyocyte,FAM150A
Lung v1,L1,Fibromyocyte,HSPB3
Lung v1,L1,Fibromyocyte,CLU
Lung v1,L1,Fibromyocyte,IGF1
Lung v1,L1,Fibromyocyte,MET
Lung v1,L1,Fibromyocyte,RAMP1
Lung v1,L1,Fibromyocyte,CST5
Lung v1,L1,Goblet,COX5A
Lung v1,L1,Goblet,GABRP
Lung v1,L1,Goblet,PSCA
Lung v1,L1,Goblet,TXN
Lung v1,L1,Goblet,WFDC2
Lung v1,L1,Goblet,AGR2
Lung v1,L1,Goblet,FAM3D
Lung v1,L1,Goblet,CLIC1
Lung v1,L1,Goblet,CXCL17
Lung v1,L1,Ionocyte,STAC2
Lung v1,L1,Ionocyte,BSND
Lung v1,L1,Ionocyte,FOXI1
Lung v1,L1,Ionocyte,HEPACAM2
Lung v1,L1,Ionocyte,MFSD6L
Lung v1,L1,Ionocyte,TFF3
Lung v1,L1,Ionocyte,ASCL3
Lung v1,L1,Ionocyte,ATP6V1B1
Lung v1,L1,Ionocyte,TMPRSS11E
Lung v1,L1,Neuroendocrine,EGR1
Lung v1,L1,Neuroendocrine,SCGN
Lung v1,L1,Neuroendocrine,CHGA
Lung v1,L1,Neuroendocrine,BEX1
Lung v1,L1,Neuroendocrine,CPE
Lung v1,L1,Neuroendocrine,FAM46A
Lung v1,L1,Neuroendocrine,PRDX2
Lung v1,L1,Neuroendocrine,NENF
Lung v1,L1,Neuroendocrine,SEC11C
Lung v1,L1,Serous,PRB4
Lung v1,L1,Serous,PRR4
Lung v1,L1,Serous,TCN1
Lung v1,L1,Serous,PRB3
Lung v1,L1,Serous,TESC
Lung v1,L1,Serous,PHB
Lung v1,L1,Serous,LPO
Lung v1,L1,Serous,LYZ
Lung v1,L1,Serous,PRH2
Lung v1,L2,Adventitial Fibroblast,CCDC80
Lung v1,L2,Adventitial Fibroblast,SFRP2
Lung v1,L2,Adventitial Fibroblast,IGFBP6
Lung v1,L2,Adventitial Fibroblast,PIK3R1
Lung v1,L2,Adventitial Fibroblast,LAMA2
Lung v1,L2,Adventitial Fibroblast,SCARA5
Lung v1,L2,Adventitial Fibroblast,USP53
Lung v1,L2,Adventitial Fibroblast,C3
Lung v1,L2,Adventitial Fibroblast,DCN
Lung v1,L2,Alveolar Epithelial Type 1,GPRC5A
Lung v1,L2,Alveolar Epithelial Type 1,SCEL
Lung v1,L2,Alveolar Epithelial Type 1,LAMA3
Lung v1,L2,Alveolar Epithelial Type 1,ARHGEF26
Lung v1,L2,Alveolar Epithelial Type 1,DST
Lung v1,L2,Alveolar Epithelial Type 1,RTKN2
Lung v1,L2,Alveolar Epithelial Type 1,SPOCK2
Lung v1,L2,Alveolar Epithelial Type 1,LMO7
Lung v1,L2,Alveolar Epithelial Type 1,AGER
Lung v1,L2,Alveolar Fibroblast,CFD
Lung v1,L2,Alveolar Fibroblast,LUM
Lung v1,L2,Alveolar Fibroblast,AOC3
Lung v1,L2,Alveolar Fibroblast,C7
Lung v1,L2,Alveolar Fibroblast,ADH1B
Lung v1,L2,Alveolar Fibroblast,SCN7A
Lung v1,L2,Alveolar Fibroblast,RARRES2
Lung v1,L2,Alveolar Fibroblast,GPC3
Lung v1,L2,Alveolar Fibroblast,MYH10
Lung v1,L2,B,BLK
Lung v1,L2,B,CD79B
Lung v1,L2,B,CD79A
Lung v1,L2,B,ADAM28
Lung v1,L2,B,VPREB3
Lung v1,L2,B,BANK1
Lung v1,L2,B,LINC00926
Lung v1,L2,B,SP140
Lung v1,L2,B,CD22
Lung v1,L2,CD4+ Memory/Effector T,CD96
Lung v1,L2,CD4+ Memory/Effector T,PTPRC
Lung v1,L2,CD4+ Memory/Effector T,GPR171
Lung v1,L2,CD4+ Memory/Effector T,MALAT1
Lung v1,L2,CD4+ Memory/Effector T,PDCD4
Lung v1,L2,CD4+ Memory/Effector T,CD3E
Lung v1,L2,CD4+ Memory/Effector T,CD3D
Lung v1,L2,CD4+ Memory/Effector T,ITK
Lung v1,L2,CD4+ Memory/Effector T,IL7R
Lung v1,L2,Ciliated,C20ORF85
Lung v1,L2,Ciliated,FANK1
Lung v1,L2,Ciliated,CDHR3
Lung v1,L2,Ciliated,MS4A8
Lung v1,L2,Ciliated,SLCO3A1
Lung v1,L2,Ciliated,MALAT1
Lung v1,L2,Ciliated,FAM92B
Lung v1,L2,Ciliated,ANKRD36C
Lung v1,L2,Ciliated,CAPS
Lung v1,L2,Classical Monocyte,MYO1F
Lung v1,L2,Classical Monocyte,VCAN
Lung v1,L2,Classical Monocyte,SELL
Lung v1,L2,Classical Monocyte,FPR1
Lung v1,L2,Classical Monocyte,MNDA
Lung v1,L2,Classical Monocyte,S100A12
Lung v1,L2,Classical Monocyte,FCN1
Lung v1,L2,Classical Monocyte,S100A8
Lung v1,L2,Classical Monocyte,ZFP36L2
Lung v1,L2,Lymphatic,TBX1
Lung v1,L2,Lymphatic,MMRN1
Lung v1,L2,Lymphatic,PROX1
Lung v1,L2,Lymphatic,TIMP3
Lung v1,L2,Lymphatic,TFF3
Lung v1,L2,Lymphatic,PKHD1L1
Lung v1,L2,Lymphatic,IGFBP7
Lung v1,L2,Lymphatic,PPFIBP1
Lung v1,L2,Lymphatic,TFPI
Lung v1,L2,Macrophage,MSR1
Lung v1,L2,Macrophage,CYP27A1
Lung v1,L2,Macrophage,SLCO2B1
Lung v1,L2,Macrophage,MARCO
Lung v1,L2,Macrophage,APOC1
Lung v1,L2,Macrophage,GPD1
Lung v1,L2,Macrophage,ITGAX
Lung v1,L2,Macrophage,VSIG4
Lung v1,L2,Macrophage,OLR1
Lung v1,L2,Natural Killer,GNLY
Lung v1,L2,Natural Killer,SPON2
Lung v1,L2,Natural Killer,PYHIN1
Lung v1,L2,Natural Killer,SH2D1B
Lung v1,L2,Natural Killer,TXK
Lung v1,L2,Natural Killer,KLRD1
Lung v1,L2,Natural Killer,PRF1
Lung v1,L2,Natural Killer,CD247
Lung v1,L2,Natural Killer,KLRF1
Lung v1,L2,Plasma,PRDX4
Lung v1,L2,Plasma,XBP1
Lung v1,L2,Plasma,SSR4
Lung v1,L2,Plasma,MANF
Lung v1,L2,Plasma,TNFRSF17
Lung v1,L2,Plasma,DERL3
Lung v1,L2,Plasma,POU2AF1
Lung v1,L2,Plasma,SEC11C
Lung v1,L2,Plasma,HSP90B1
Lung v1,L2,Alveolar Epithelial Type 2,GPRC5A
Lung v1,L2,Alveolar Epithelial Type 2,SFTPB
Lung v1,L2,Alveolar Epithelial Type 2,ABCA3
Lung v1,L2,Alveolar Epithelial Type 2,SFTPD
Lung v1,L2,Alveolar Epithelial Type 2,SLC34A2
Lung v1,L2,Alveolar Epithelial Type 2,MAP7D1
Lung v1,L2,Alveolar Epithelial Type 2,SFTPA1
Lung v1,L2,Alveolar Epithelial Type 2,SFTPA2
Lung v1,L2,Alveolar Epithelial Type 2,CLDN1
Lung v1,L2,OLR1+ Classical Monocyte,CXCL8
Lung v1,L2,OLR1+ Classical Monocyte,SRGN
Lung v1,L2,OLR1+ Classical Monocyte,CCL20
Lung v1,L2,OLR1+ Classical Monocyte,G0S2
Lung v1,L2,OLR1+ Classical Monocyte,CXCL2
Lung v1,L2,OLR1+ Classical Monocyte,CXCL3
Lung v1,L2,OLR1+ Classical Monocyte,EREG
Lung v1,L2,OLR1+ Classical Monocyte,C15ORF48
Lung v1,L2,OLR1+ Classical Monocyte,SOD2
Lung v1,L2,Capillary,BTNL9
Lung v1,L2,Capillary,CDH5
Lung v1,L2,Capillary,EPAS1
Lung v1,L2,Capillary,RAMP3
Lung v1,L2,Capillary,THBD
Lung v1,L2,Capillary,ATP6V0B
Lung v1,L2,Capillary,PODXL
Lung v1,L2,Capillary,CD81
Lung v1,L2,Capillary,IL7R
Lung v1,L2,Club,SFTPB
Lung v1,L2,Club,KIAA1324
Lung v1,L2,Club,CEACAM6
Lung v1,L2,Club,PIGR
Lung v1,L2,Club,DSTN
Lung v1,L2,Club,WFDC2
Lung v1,L2,Club,CTSE
Lung v1,L2,Club,C16ORF89
Lung v1,L2,Club,CYB5A
Lung v1,L2,Intermediate Monocyte,ADGRE2
Lung v1,L2,Intermediate Monocyte,FGR
Lung v1,L2,Intermediate Monocyte,TRABD
Lung v1,L2,Intermediate Monocyte,MFNG
Lung v1,L2,Intermediate Monocyte,LILRB2
Lung v1,L2,Intermediate Monocyte,LILRA2
Lung v1,L2,Intermediate Monocyte,AIF1
Lung v1,L2,Intermediate Monocyte,BACH1
Lung v1,L2,Intermediate Monocyte,FCN1
Lung v1,L2,Myeloid Dendritic Type 1,GSN
Lung v1,L2,Myeloid Dendritic Type 1,CCL22
Lung v1,L2,Myeloid Dendritic Type 1,ID2
Lung v1,L2,Myeloid Dendritic Type 1,LAMP3
Lung v1,L2,Myeloid Dendritic Type 1,TXN
Lung v1,L2,Myeloid Dendritic Type 1,FSCN1
Lung v1,L2,Myeloid Dendritic Type 1,CCR7
Lung v1,L2,Myeloid Dendritic Type 1,BIRC3
Lung v1,L2,Myeloid Dendritic Type 1,DAPP1
Lung v1,L2,Myeloid Dendritic Type 2,PKIB
Lung v1,L2,Myeloid Dendritic Type 2,HLA-DPA1
Lung v1,L2,Myeloid Dendritic Type 2,HLA-DQB1
Lung v1,L2,Myeloid Dendritic Type 2,HLA-DRA
Lung v1,L2,Myeloid Dendritic Type 2,HLA-DPB1
Lung v1,L2,Myeloid Dendritic Type 2,FCER1A
Lung v1,L2,Myeloid Dendritic Type 2,CD1E
Lung v1,L2,Myeloid Dendritic Type 2,IL2RG
Lung v1,L2,Myeloid Dendritic Type 2,HLA-DQA1
Lung v1,L2,Myofibroblast,COL1A2
Lung v1,L2,Myofibroblast,ASPN
Lung v1,L2,Myofibroblast,COL3A1
Lung v1,L2,Myofibroblast,COL12A1
Lung v1,L2,Myofibroblast,COL6A3
Lung v1,L2,Myofibroblast,ITGBL1
Lung v1,L2,Myofibroblast,TGFBI
Lung v1,L2,Myofibroblast,LTBP1
Lung v1,L2,Myofibroblast,CTHRC1
Lung v1,L2,Plasmacytoid Dendritic,PTPRE
Lung v1,L2,Plasmacytoid Dendritic,SMPD3
Lung v1,L2,Plasmacytoid Dendritic,IRF4
Lung v1,L2,Plasmacytoid Dendritic,NPC2
Lung v1,L2,Plasmacytoid Dendritic,GZMB
Lung v1,L2,Plasmacytoid Dendritic,IL3RA
Lung v1,L2,Plasmacytoid Dendritic,IRF7
Lung v1,L2,Plasmacytoid Dendritic,TYROBP
Lung v1,L2,Plasmacytoid Dendritic,PLD4
Lung v1,L2,Proliferating Macrophage,ANLN
Lung v1,L2,Proliferating Macrophage,TPX2
Lung v1,L2,Proliferating Macrophage,RHEB
Lung v1,L2,Proliferating Macrophage,UBE2C
Lung v1,L2,Proliferating Macrophage,BIRC5
Lung v1,L2,Proliferating Macrophage,CDK1
Lung v1,L2,Proliferating Macrophage,NUSAP1
Lung v1,L2,Proliferating Macrophage,TYMS
Lung v1,L2,Proliferating Macrophage,KPNA2
Lung v1,L2,Proliferating NK/T,CENPF
Lung v1,L2,Proliferating NK/T,UBE2C
Lung v1,L2,Proliferating NK/T,TOP2A
Lung v1,L2,Proliferating NK/T,BIRC5
Lung v1,L2,Proliferating NK/T,H2AFV
Lung v1,L2,Proliferating NK/T,HMGB2
Lung v1,L2,Proliferating NK/T,KIF2C
Lung v1,L2,Proliferating NK/T,SMC4
Lung v1,L2,Proliferating NK/T,AURKB
Lung v1,L2,Basal,TNS1
Lung v1,L2,Basal,KRT19
Lung v1,L2,Basal,CCND2
Lung v1,L2,Basal,KRT5
Lung v1,L2,Basal,DST
Lung v1,L2,Basal,KRT17
Lung v1,L2,Basal,LAMB3
Lung v1,L2,Basal,S100A2
Lung v1,L2,Basal,SFN
Lung v1,L2,Bronchial Vessel 1,POSTN
Lung v1,L2,Bronchial Vessel 1,EMCN
Lung v1,L2,Bronchial Vessel 1,COL15A1
Lung v1,L2,Bronchial Vessel 1,VWF
Lung v1,L2,Bronchial Vessel 1,ZNF385D
Lung v1,L2,Bronchial Vessel 1,ENPP2
Lung v1,L2,Bronchial Vessel 1,SPARCL1
Lung v1,L2,Bronchial Vessel 1,INHBB
Lung v1,L2,Bronchial Vessel 1,SPRY1
Lung v1,L2,CD8+ Naive T,CD2
Lung v1,L2,CD8+ Naive T,ITGB1
Lung v1,L2,CD8+ Naive T,LGALS1
Lung v1,L2,CD8+ Naive T,GZMB
Lung v1,L2,CD8+ Naive T,GZMA
Lung v1,L2,CD8+ Naive T,NKG7
Lung v1,L2,CD8+ Naive T,CLIC3
Lung v1,L2,CD8+ Naive T,CD3E
Lung v1,L2,CD8+ Naive T,CD3D
Lung v1,L2,Mucous,BPIFB1
Lung v1,L2,Mucous,RARRES1
