celltype,metaprogram_description,gene
CD8_T_CELLS,Unassigned2,ARPC5
CD8_T_CELLS,Heat_shock,TSPYL2
CD8_T_CELLS,Naive3,ALOX5AP
CD8_T_CELLS,Dysfunction,LTB
CD8_T_CELLS,Cytotoxic,APOBEC3G
CD8_T_CELLS,Cell_cycle,MKI67
CD8_T_CELLS,Memory/Naive1,RGCC
CD8_T_CELLS,Interferon,HERC5
CD8_T_CELLS,Unassigned1,IKZF3
CD8_T_CELLS,Naive2,SNHG8
CD8_T_CELLS,Glycolysis/MYC,PRMT1
CD8_T_CELLS,Chromatin,UTRN
CD8_T_CELLS,Unassigned2,CAPZB
CD8_T_CELLS,Heat_shock,BAG3
CD8_T_CELLS,Naive3,AQP3
CD8_T_CELLS,Dysfunction,PARK7
CD8_T_CELLS,Cytotoxic,IFNG
CD8_T_CELLS,Cell_cycle,CENPF
CD8_T_CELLS,Memory/Naive1,PPP1R15A
CD8_T_CELLS,Interferon,ISG20
CD8_T_CELLS,Unassigned1,N4BP2L2
CD8_T_CELLS,Naive2,CD55
CD8_T_CELLS,Glycolysis/MYC,TNFRSF18
CD8_T_CELLS,Chromatin,ZNF292
CD8_T_CELLS,Unassigned2,CORO1A
CD8_T_CELLS,Heat_shock,DNAJB1
CD8_T_CELLS,Naive3,CEBPD
CD8_T_CELLS,Dysfunction,PMAIP1
CD8_T_CELLS,Cytotoxic,CXCR6
CD8_T_CELLS,Cell_cycle,KIAA0101
CD8_T_CELLS,Memory/Naive1,LMNA
CD8_T_CELLS,Interferon,USP18
CD8_T_CELLS,Unassigned1,PPP1R18
CD8_T_CELLS,Naive2,FAM65B
CD8_T_CELLS,Glycolysis/MYC,XCL2
CD8_T_CELLS,Chromatin,AKNA
CD8_T_CELLS,Unassigned2,EMP3
CD8_T_CELLS,Heat_shock,HSP90AA1
CD8_T_CELLS,Naive3,CXCR6
CD8_T_CELLS,Dysfunction,TNFRSF9
CD8_T_CELLS,Cytotoxic,HLA-DRA
CD8_T_CELLS,Cell_cycle,BIRC5
CD8_T_CELLS,Memory/Naive1,DUSP2
CD8_T_CELLS,Interferon,IFI44
CD8_T_CELLS,Unassigned1,SAMD3
CD8_T_CELLS,Naive2,PLAC8
CD8_T_CELLS,Glycolysis/MYC,CRTAM
CD8_T_CELLS,Chromatin,ARGLU1
CD8_T_CELLS,Unassigned2,PKM
CD8_T_CELLS,Heat_shock,IFNG
CD8_T_CELLS,Naive3,GNA15
CD8_T_CELLS,Dysfunction,CNIH1
CD8_T_CELLS,Cytotoxic,CMC1
CD8_T_CELLS,Cell_cycle,CKS2
CD8_T_CELLS,Memory/Naive1,NR4A2
CD8_T_CELLS,Interferon,IFIT2
CD8_T_CELLS,Unassigned1,AKAP9
CD8_T_CELLS,Naive2,C6ORF48
CD8_T_CELLS,Glycolysis/MYC,PPA1
CD8_T_CELLS,Chromatin,CHD2
CD8_T_CELLS,Unassigned2,PPP1R18
CD8_T_CELLS,Heat_shock,DEDD2
CD8_T_CELLS,Naive3,GPR171
CD8_T_CELLS,Dysfunction,DUSP4
CD8_T_CELLS,Cytotoxic,HLA-DRB1
CD8_T_CELLS,Cell_cycle,PTTG1
CD8_T_CELLS,Memory/Naive1,SLC2A3
CD8_T_CELLS,Interferon,IRF7
CD8_T_CELLS,Unassigned1,CAP1
CD8_T_CELLS,Naive2,FOXP1
CD8_T_CELLS,Glycolysis/MYC,RAN
CD8_T_CELLS,Chromatin,ITGA4
CD8_T_CELLS,Unassigned2,ANXA5
CD8_T_CELLS,Heat_shock,FKBP4
CD8_T_CELLS,Naive3,GPR65
CD8_T_CELLS,Dysfunction,GBP2
CD8_T_CELLS,Cytotoxic,TIGIT
CD8_T_CELLS,Cell_cycle,ZWINT
CD8_T_CELLS,Memory/Naive1,TNFAIP3
CD8_T_CELLS,Interferon,NT5C3A
CD8_T_CELLS,Unassigned1,CD27
CD8_T_CELLS,Naive2,LDLRAP1
CD8_T_CELLS,Glycolysis/MYC,VDAC1
CD8_T_CELLS,Chromatin,PCSK7
CD8_T_CELLS,Unassigned2,ARPC4
CD8_T_CELLS,Heat_shock,HSP90AB1
CD8_T_CELLS,Naive3,JAML
CD8_T_CELLS,Dysfunction,IL6ST
CD8_T_CELLS,Cytotoxic,CXCL13
CD8_T_CELLS,Cell_cycle,MAD2L1
CD8_T_CELLS,Memory/Naive1,CCR7
CD8_T_CELLS,Interferon,SAMD9
CD8_T_CELLS,Unassigned1,FYB
CD8_T_CELLS,Naive2,PRKCQ-AS1
CD8_T_CELLS,Glycolysis/MYC,XCL1
CD8_T_CELLS,Chromatin,PHF3
CD8_T_CELLS,Unassigned2,ATP5G3
CD8_T_CELLS,Heat_shock,NEU1
CD8_T_CELLS,Naive3,ODF2L
CD8_T_CELLS,Dysfunction,ITM2A
CD8_T_CELLS,Cytotoxic,LAG3
CD8_T_CELLS,Cell_cycle,RANBP1
CD8_T_CELLS,Memory/Naive1,CD55
CD8_T_CELLS,Interferon,TRIM22
CD8_T_CELLS,Unassigned1,GIMAP1
CD8_T_CELLS,Naive2,TXK
CD8_T_CELLS,Glycolysis/MYC,CCT5
CD8_T_CELLS,Chromatin,ROCK1
CD8_T_CELLS,Unassigned2,CALM3
CD8_T_CELLS,Heat_shock,RGS2
CD8_T_CELLS,Naive3,PERP
CD8_T_CELLS,Dysfunction,NFKBIA
CD8_T_CELLS,Cytotoxic,CTSW
CD8_T_CELLS,Cell_cycle,TK1
CD8_T_CELLS,Memory/Naive1,TXNIP
CD8_T_CELLS,Interferon,UBE2L6
CD8_T_CELLS,Unassigned1,IL7R
CD8_T_CELLS,Naive2,AQP3
CD8_T_CELLS,Glycolysis/MYC,CCT6A
CD8_T_CELLS,Chromatin,RORA
CD8_T_CELLS,Unassigned2,CLIC1
CD8_T_CELLS,Heat_shock,CHORDC1
CD8_T_CELLS,Naive3,RBMS1
CD8_T_CELLS,Dysfunction,PEBP1
CD8_T_CELLS,Cytotoxic,LGALS1
CD8_T_CELLS,Cell_cycle,MCM7
CD8_T_CELLS,Memory/Naive1,MYADM
CD8_T_CELLS,Interferon,EPSTI1
CD8_T_CELLS,Unassigned1,LCK
CD8_T_CELLS,Naive2,CD27
CD8_T_CELLS,Glycolysis/MYC,HSP90B1
CD8_T_CELLS,Chromatin,ATF7IP
CD8_T_CELLS,Unassigned2,GZMA
CD8_T_CELLS,Heat_shock,DNAJA4
CD8_T_CELLS,Naive3,TANK
CD8_T_CELLS,Dysfunction,PGAM1
CD8_T_CELLS,Cytotoxic,RGS1
CD8_T_CELLS,Cell_cycle,CENPM
CD8_T_CELLS,Memory/Naive1,ZFP36
CD8_T_CELLS,Interferon,MX2
CD8_T_CELLS,Unassigned1,NKTR
CD8_T_CELLS,Naive2,EIF2S3
CD8_T_CELLS,Glycolysis/MYC,NDUFAB1
CD8_T_CELLS,Chromatin,ATM
CD8_T_CELLS,Unassigned2,GZMH
CD8_T_CELLS,Heat_shock,DOK2
CD8_T_CELLS,Naive3,TNFRSF25
CD8_T_CELLS,Dysfunction,SPOCK2
CD8_T_CELLS,Cytotoxic,HLA-DPA1
CD8_T_CELLS,Cell_cycle,RRM2
CD8_T_CELLS,Memory/Naive1,JUN
CD8_T_CELLS,Interferon,BST2
CD8_T_CELLS,Unassigned1,PTP4A2
CD8_T_CELLS,Naive2,EIF3E
CD8_T_CELLS,Glycolysis/MYC,NFKBIA
CD8_T_CELLS,Chromatin,BPTF
CD8_T_CELLS,Unassigned2,LSP1
CD8_T_CELLS,Heat_shock,GADD45B
CD8_T_CELLS,Naive3,FURIN
CD8_T_CELLS,Dysfunction,TBC1D4
CD8_T_CELLS,Cytotoxic,KLRB1
CD8_T_CELLS,Cell_cycle,SMC2
CD8_T_CELLS,Memory/Naive1,BIRC3
CD8_T_CELLS,Interferon,EIF2AK2
CD8_T_CELLS,Unassigned1,STK17A
CD8_T_CELLS,Naive2,FAIM3
CD8_T_CELLS,Glycolysis/MYC,PARK7
CD8_T_CELLS,Chromatin,CBLB
CD8_T_CELLS,Unassigned2,PGAM1
CD8_T_CELLS,Heat_shock,NUDC
CD8_T_CELLS,Naive3,IFI44
CD8_T_CELLS,Dysfunction,CD82
CD8_T_CELLS,Cytotoxic,CD27
CD8_T_CELLS,Cell_cycle,DNAJC9
CD8_T_CELLS,Memory/Naive1,DNAJA1
CD8_T_CELLS,Interferon,OAS3
CD8_T_CELLS,Unassigned1,TRGC2
CD8_T_CELLS,Naive2,NDFIP1
CD8_T_CELLS,Glycolysis/MYC,BIRC3
CD8_T_CELLS,Chromatin,DDX6
CD8_T_CELLS,Unassigned2,PSME1
CD8_T_CELLS,Heat_shock,BATF
CD8_T_CELLS,Naive3,IFNGR1
CD8_T_CELLS,Dysfunction,CORO1B
CD8_T_CELLS,Cytotoxic,ITGB2
CD8_T_CELLS,Cell_cycle,TMPO
CD8_T_CELLS,Memory/Naive1,GADD45B
CD8_T_CELLS,Interferon,XAF1
CD8_T_CELLS,Unassigned1,APMAP
CD8_T_CELLS,Naive2,PPA1
CD8_T_CELLS,Glycolysis/MYC,DCTPP1
CD8_T_CELLS,Chromatin,DYNC1H1
CD8_T_CELLS,Unassigned2,S100A11
CD8_T_CELLS,Heat_shock,CLK1
CD8_T_CELLS,Naive3,LGALS3
CD8_T_CELLS,Dysfunction,GEM
CD8_T_CELLS,Cytotoxic,DUSP2
CD8_T_CELLS,Cell_cycle,RPA3
CD8_T_CELLS,Memory/Naive1,IER2
CD8_T_CELLS,Interferon,CMPK2
CD8_T_CELLS,Unassigned1,EVL
CD8_T_CELLS,Naive2,ALKBH7
CD8_T_CELLS,Glycolysis/MYC,DNPH1
CD8_T_CELLS,Chromatin,FYN
CD8_T_CELLS,Unassigned2,STMN1
CD8_T_CELLS,Heat_shock,NR4A1
CD8_T_CELLS,Naive3,PHACTR2
CD8_T_CELLS,Dysfunction,ICA1
CD8_T_CELLS,Cytotoxic,CTSD
CD8_T_CELLS,Cell_cycle,TUBB4B
CD8_T_CELLS,Memory/Naive1,SNHG8
CD8_T_CELLS,Interferon,MT2A
CD8_T_CELLS,Unassigned1,GCC2
CD8_T_CELLS,Naive2,EIF3D
CD8_T_CELLS,Glycolysis/MYC,EIF3I
CD8_T_CELLS,Chromatin,LINC-PINT
CD8_T_CELLS,Unassigned2,TXN
CD8_T_CELLS,Heat_shock,NR4A2
CD8_T_CELLS,Naive3,RBPJ
CD8_T_CELLS,Dysfunction,IL7R
CD8_T_CELLS,Cytotoxic,DUSP4
CD8_T_CELLS,Cell_cycle,CDKN3
CD8_T_CELLS,Memory/Naive1,AREG
CD8_T_CELLS,Interferon,PPM1K
CD8_T_CELLS,Unassigned1,ITGB2
CD8_T_CELLS,Naive2,GIMAP1
CD8_T_CELLS,Glycolysis/MYC,FBL
CD8_T_CELLS,Chromatin,MT-ND6
CD8_T_CELLS,Unassigned2,ACTB
CD8_T_CELLS,Heat_shock,PMAIP1
CD8_T_CELLS,Naive3,ANKRD28
CD8_T_CELLS,Dysfunction,KLRB1
CD8_T_CELLS,Cytotoxic,HAVCR2
CD8_T_CELLS,Cell_cycle,H2AFZ
CD8_T_CELLS,Memory/Naive1,SELL
CD8_T_CELLS,Interferon,PARP14
CD8_T_CELLS,Unassigned1,LIMD2
CD8_T_CELLS,Naive2,MYC
CD8_T_CELLS,Glycolysis/MYC,GTF3C6
CD8_T_CELLS,Chromatin,MYH9
CD8_T_CELLS,Unassigned2,BLOC1S1
CD8_T_CELLS,Heat_shock,RHOB
CD8_T_CELLS,Naive3,NINJ1
CD8_T_CELLS,Dysfunction,MAF
CD8_T_CELLS,Cytotoxic,SAMSN1
CD8_T_CELLS,Cell_cycle,UBE2T
CD8_T_CELLS,Memory/Naive1,EIF3E
CD8_T_CELLS,Interferon,OAS2
CD8_T_CELLS,Unassigned1,MBNL1
CD8_T_CELLS,Naive2,NUCB2
CD8_T_CELLS,Glycolysis/MYC,HSP90AB1
CD8_T_CELLS,Chromatin,NUFIP2
CD8_T_CELLS,Unassigned2,C12ORF75
CD8_T_CELLS,Heat_shock,SQSTM1
CD8_T_CELLS,Naive3,ERN1
CD8_T_CELLS,Dysfunction,MAGEH1
CD8_T_CELLS,Cytotoxic,ITM2C
CD8_T_CELLS,Cell_cycle,AURKB
CD8_T_CELLS,Memory/Naive1,LEPROTL1
CD8_T_CELLS,Interferon,IFI16
CD8_T_CELLS,Unassigned1,PIK3IP1
CD8_T_CELLS,Naive2,PHB2
CD8_T_CELLS,Glycolysis/MYC,ILF2
CD8_T_CELLS,Chromatin,OGA
CD8_T_CELLS,Unassigned2,CAPG
CD8_T_CELLS,Heat_shock,TAF7
CD8_T_CELLS,Naive3,TNFSF13B
CD8_T_CELLS,Dysfunction,RBPJ
CD8_T_CELLS,Cytotoxic,TRGC2
CD8_T_CELLS,Cell_cycle,TMEM106C
CD8_T_CELLS,Memory/Naive1,TUBA4A
CD8_T_CELLS,Interferon,LGALS9
CD8_T_CELLS,Unassigned1,PRPF38B
CD8_T_CELLS,Naive2,PRKCA
CD8_T_CELLS,Glycolysis/MYC,PHB
CD8_T_CELLS,Chromatin,PDE3B
CD8_T_CELLS,Unassigned2,CKLF
CD8_T_CELLS,Heat_shock,TCP1
CD8_T_CELLS,Naive3,NFKBIA
CD8_T_CELLS,Dysfunction,SNX9
CD8_T_CELLS,Cytotoxic,ZNF683
CD8_T_CELLS,Cell_cycle,ASPM
CD8_T_CELLS,Memory/Naive1,CREM
CD8_T_CELLS,Interferon,NMI
CD8_T_CELLS,Unassigned1,RNF213
CD8_T_CELLS,Naive2,PRMT2
CD8_T_CELLS,Glycolysis/MYC,SEC11C
CD8_T_CELLS,Chromatin,RESF1
CD8_T_CELLS,Unassigned2,IL32
CD8_T_CELLS,Heat_shock,TNFSF14
CD8_T_CELLS,Naive3,TTC39C
CD8_T_CELLS,Dysfunction,STAT3
CD8_T_CELLS,Cytotoxic,HLA-DPB1
CD8_T_CELLS,Cell_cycle,NUDT1
CD8_T_CELLS,Memory/Naive1,TMEM123
CD8_T_CELLS,Interferon,PARP9
CD8_T_CELLS,Unassigned1,SH2D1A
CD8_T_CELLS,Naive2,RASGRP2
CD8_T_CELLS,Glycolysis/MYC,TIMM13
CD8_T_CELLS,Chromatin,RP11-138A9.1
CD8_T_CELLS,Unassigned2,MYL12A
CD8_T_CELLS,Heat_shock,JUN
CD8_T_CELLS,Naive3,CELF2
CD8_T_CELLS,Dysfunction,AP2M1
CD8_T_CELLS,Cytotoxic,CAPG
CD8_T_CELLS,Cell_cycle,KIF22
CD8_T_CELLS,Memory/Naive1,FAM177A1
CD8_T_CELLS,Interferon,CD38
CD8_T_CELLS,Unassigned1,SYNE2
CD8_T_CELLS,Naive2,RCAN3
CD8_T_CELLS,Glycolysis/MYC,TXNDC17
CD8_T_CELLS,Chromatin,SETX
CD8_T_CELLS,Unassigned2,PSMA7
CD8_T_CELLS,Heat_shock,DUSP1
CD8_T_CELLS,Naive3,HOPX
CD8_T_CELLS,Dysfunction,CCR7
CD8_T_CELLS,Cytotoxic,KLRG1
CD8_T_CELLS,Cell_cycle,H2AFV
CD8_T_CELLS,Memory/Naive1,KLF6
CD8_T_CELLS,Interferon,HELZ2
CD8_T_CELLS,Unassigned1,HLA-F
CD8_T_CELLS,Naive2,SNHG7
CD8_T_CELLS,Glycolysis/MYC,CALR
CD8_T_CELLS,Chromatin,XIST
CD8_T_CELLS,Unassigned2,RAC2
CD8_T_CELLS,Heat_shock,CCL3
CD8_T_CELLS,Naive3,MAF
CD8_T_CELLS,Dysfunction,CHN1
CD8_T_CELLS,Cytotoxic,RBPJ
CD8_T_CELLS,Cell_cycle,DEK
CD8_T_CELLS,Memory/Naive1,PIK3IP1
CD8_T_CELLS,Interferon,LAP3
CD8_T_CELLS,Unassigned1,KLRB1
CD8_T_CELLS,Naive2,SORL1
CD8_T_CELLS,Glycolysis/MYC,DUT
CD8_T_CELLS,Chromatin,SLFN5
CD8_T_CELLS,Unassigned2,SLC25A5
CD8_T_CELLS,Heat_shock,CCL4L2
CD8_T_CELLS,Naive3,GNLY
CD8_T_CELLS,Dysfunction,CRTAM
CD8_T_CELLS,Cytotoxic,AC092580.4
CD8_T_CELLS,Cell_cycle,SIVA1
CD8_T_CELLS,Memory/Naive1,PIK3R1
CD8_T_CELLS,Interferon,LY6E
CD8_T_CELLS,Unassigned1,PLEK
CD8_T_CELLS,Naive2,ST13
CD8_T_CELLS,Glycolysis/MYC,TNIP2
CD8_T_CELLS,Chromatin,EML4
CD8_T_CELLS,Unassigned2,SNRPE
CD8_T_CELLS,Heat_shock,STIP1
CD8_T_CELLS,Naive3,SATB1
CD8_T_CELLS,Dysfunction,EIF3I
CD8_T_CELLS,Cytotoxic,ITM2A
CD8_T_CELLS,Cell_cycle,PCLAF
CD8_T_CELLS,Memory/Naive1,TOB1
CD8_T_CELLS,Interferon,SP110
CD8_T_CELLS,Unassigned1,UCP2
CD8_T_CELLS,Naive2,UXT
CD8_T_CELLS,Glycolysis/MYC,BATF
CD8_T_CELLS,Chromatin,GCC2
CD8_T_CELLS,Unassigned2,TBC1D10C
CD8_T_CELLS,Heat_shock,FOSB
CD8_T_CELLS,Naive3,CERK
CD8_T_CELLS,Dysfunction,FKBP1A
CD8_T_CELLS,Cytotoxic,CD7
CD8_T_CELLS,Cell_cycle,FABP5
CD8_T_CELLS,Memory/Naive1,TSC22D3
CD8_T_CELLS,Interferon,IFIH1
CD8_T_CELLS,Unassigned1,PRPF4B
CD8_T_CELLS,Naive2,TXNIP
CD8_T_CELLS,Glycolysis/MYC,LSM5
CD8_T_CELLS,Chromatin,IKZF3
CD8_T_CELLS,Unassigned2,CD52
CD8_T_CELLS,Heat_shock,DUSP4
CD8_T_CELLS,Naive3,GPX1
CD8_T_CELLS,Dysfunction,FKBP5
CD8_T_CELLS,Cytotoxic,CKLF
CD8_T_CELLS,Cell_cycle,CCNA2
CD8_T_CELLS,Memory/Naive1,RGS2
CD8_T_CELLS,Interferon,SAT1
CD8_T_CELLS,Unassigned1,POLR2J3
CD8_T_CELLS,Naive2,AIF1
CD8_T_CELLS,Glycolysis/MYC,BANF1
CD8_T_CELLS,Chromatin,BDP1
CD8_T_CELLS,Unassigned2,SH3BGRL3
CD8_T_CELLS,Heat_shock,HSPA4
CD8_T_CELLS,Naive3,PFKFB3
CD8_T_CELLS,Dysfunction,GPX4
CD8_T_CELLS,Cytotoxic,KLRC1
CD8_T_CELLS,Cell_cycle,DDX39A
CD8_T_CELLS,Memory/Naive1,TUBB4B
CD8_T_CELLS,Interferon,TYMP
CD8_T_CELLS,Unassigned1,GPSM3
CD8_T_CELLS,Naive2,ERP29
CD8_T_CELLS,Glycolysis/MYC,IMPDH2
CD8_T_CELLS,Chromatin,RASGRP1
CD8_T_CELLS,Unassigned2,ITM2C
CD8_T_CELLS,Heat_shock,ANKRD37
CD8_T_CELLS,Naive3,TNFRSF18
CD8_T_CELLS,Dysfunction,HSPB1
CD8_T_CELLS,Cytotoxic,RGS2
CD8_T_CELLS,Cell_cycle,TPX2
CD8_T_CELLS,Memory/Naive1,RGS1
CD8_T_CELLS,Interferon,DDX58
CD8_T_CELLS,Unassigned1,HLA-DRB1
CD8_T_CELLS,Naive2,TRAT1
CD8_T_CELLS,Glycolysis/MYC,NOP16
CD8_T_CELLS,Chromatin,GOLGA4
CD8_T_CELLS,Unassigned2,PFN1
CD8_T_CELLS,Heat_shock,TXNIP
CD8_T_CELLS,Naive3,PRDM1
CD8_T_CELLS,Dysfunction,ICOS
CD8_T_CELLS,Cytotoxic,ID2
CD8_T_CELLS,Cell_cycle,CARHSP1
CD8_T_CELLS,Memory/Naive1,CXCR4
CD8_T_CELLS,Interferon,ZBP1
CD8_T_CELLS,Unassigned1,MBP
CD8_T_CELLS,Naive2,ATP5A1
CD8_T_CELLS,Glycolysis/MYC,SNRPD1
CD8_T_CELLS,Chromatin,CEP350
CD8_T_CELLS,Unassigned2,LY6E
CD8_T_CELLS,Heat_shock,PTGES3
CD8_T_CELLS,Naive3,SNX9
CD8_T_CELLS,Dysfunction,IGFLR1
ENDOTHELIAL,Notch-signaling,IGFBP3
ENDOTHELIAL,HEV1,ACKR1
ENDOTHELIAL,Endo1,INSR
ENDOTHELIAL,Stress,EGR1
ENDOTHELIAL,Endo2,TFF3
ENDOTHELIAL,Cell-cycle,HMGB2
ENDOTHELIAL,Endo3,VWF
ENDOTHELIAL,Endo4,CRHBP
ENDOTHELIAL,Endo5,PGF
ENDOTHELIAL,Interferon,GBP1
ENDOTHELIAL,HEV2,IGFBP5
ENDOTHELIAL,Endo6,HPGD
ENDOTHELIAL,Endo7,RGCC
ENDOTHELIAL,NF-kb,SELE
ENDOTHELIAL,Coagulation,FN1
ENDOTHELIAL,Notch-signaling,SEMA3G
ENDOTHELIAL,HEV1,CLU
ENDOTHELIAL,Endo1,RGCC
ENDOTHELIAL,Stress,SOCS3
ENDOTHELIAL,Endo2,CCL21
ENDOTHELIAL,Cell-cycle,CKS1B
ENDOTHELIAL,Endo3,RGCC
ENDOTHELIAL,Endo4,EMCN
ENDOTHELIAL,Endo5,CTHRC1
ENDOTHELIAL,Interferon,GBP4
ENDOTHELIAL,HEV2,APLNR
ENDOTHELIAL,Endo6,S100A4
ENDOTHELIAL,Endo7,ID2
ENDOTHELIAL,NF-kb,ACKR1
ENDOTHELIAL,Coagulation,PMP22
ENDOTHELIAL,Notch-signaling,EFNB2
ENDOTHELIAL,HEV1,SELP
ENDOTHELIAL,Endo1,COL4A1
ENDOTHELIAL,Stress,CDKN1A
ENDOTHELIAL,Endo2,MMRN1
ENDOTHELIAL,Cell-cycle,STMN1
ENDOTHELIAL,Endo3,RNASE1
ENDOTHELIAL,Endo4,FCN3
ENDOTHELIAL,Endo5,PXDN
ENDOTHELIAL,Interferon,IFIT3
ENDOTHELIAL,HEV2,NR2F2
ENDOTHELIAL,Endo6,CA4
ENDOTHELIAL,Endo7,SGK1
ENDOTHELIAL,NF-kb,SOD2
ENDOTHELIAL,Coagulation,TFPI
ENDOTHELIAL,Notch-signaling,ARL15
ENDOTHELIAL,HEV1,ADIRF
ENDOTHELIAL,Endo1,FLT1
ENDOTHELIAL,Stress,FOSB
ENDOTHELIAL,Endo2,FABP4
ENDOTHELIAL,Cell-cycle,HIST1H4C
ENDOTHELIAL,Endo3,CLDN5
ENDOTHELIAL,Endo4,IGFBP5
ENDOTHELIAL,Endo5,IL32
ENDOTHELIAL,Interferon,IFIT1
ENDOTHELIAL,HEV2,SLCO2A1
ENDOTHELIAL,Endo6,EDNRB
ENDOTHELIAL,Endo7,TM4SF18
ENDOTHELIAL,NF-kb,AKAP12
ENDOTHELIAL,Coagulation,DNASE1L3
ENDOTHELIAL,Notch-signaling,FBLN5
ENDOTHELIAL,HEV1,DUSP23
ENDOTHELIAL,Endo1,ESM1
ENDOTHELIAL,Stress,JUNB
ENDOTHELIAL,Endo2,FABP5
ENDOTHELIAL,Cell-cycle,PTTG1
ENDOTHELIAL,Endo3,ENG
ENDOTHELIAL,Endo4,PLAT
ENDOTHELIAL,Endo5,LXN
ENDOTHELIAL,Interferon,TNFSF10
ENDOTHELIAL,HEV2,PRCP
ENDOTHELIAL,Endo6,LGALS1
ENDOTHELIAL,Endo7,TMEM88
ENDOTHELIAL,NF-kb,CCL2
ENDOTHELIAL,Coagulation,IGFBP7
ENDOTHELIAL,Notch-signaling,GJA4
ENDOTHELIAL,HEV1,NNMT
ENDOTHELIAL,Endo1,IGFBP3
ENDOTHELIAL,Stress,ZFP36
ENDOTHELIAL,Endo2,GYPC
ENDOTHELIAL,Cell-cycle,TYMS
ENDOTHELIAL,Endo3,EPAS1
ENDOTHELIAL,Endo4,SOST
ENDOTHELIAL,Endo5,ADM
ENDOTHELIAL,Interferon,ISG15
ENDOTHELIAL,HEV2,ADAMTS1
ENDOTHELIAL,Endo6,ADIRF
ENDOTHELIAL,Endo7,RBP7
ENDOTHELIAL,NF-kb,EMP1
ENDOTHELIAL,Coagulation,MARCKS
ENDOTHELIAL,Notch-signaling,CXCL12
ENDOTHELIAL,HEV1,PRCP
ENDOTHELIAL,Endo1,COL4A2
ENDOTHELIAL,Stress,GADD45B
ENDOTHELIAL,Endo2,LAPTM5
ENDOTHELIAL,Cell-cycle,SMC4
ENDOTHELIAL,Endo3,CD93
ENDOTHELIAL,Endo4,PLPP3
ENDOTHELIAL,Endo5,APOD
ENDOTHELIAL,Interferon,IFI44L
ENDOTHELIAL,HEV2,HEG1
ENDOTHELIAL,Endo6,IL1RL1
ENDOTHELIAL,Endo7,CD36
ENDOTHELIAL,NF-kb,PNP
ENDOTHELIAL,Coagulation,PLVAP
ENDOTHELIAL,Notch-signaling,GJA5
ENDOTHELIAL,HEV1,CCL14
ENDOTHELIAL,Endo1,IVNS1ABP
ENDOTHELIAL,Stress,IRF1
ENDOTHELIAL,Endo2,PDPN
ENDOTHELIAL,Cell-cycle,TUBA1B
ENDOTHELIAL,Endo3,FCN3
ENDOTHELIAL,Endo4,EHD3
ENDOTHELIAL,Endo5,LGALS1
ENDOTHELIAL,Interferon,MX2
ENDOTHELIAL,HEV2,MALL
ENDOTHELIAL,Endo6,TUBA1A
ENDOTHELIAL,Endo7,F2RL3
ENDOTHELIAL,NF-kb,ICAM1
ENDOTHELIAL,Coagulation,COTL1
ENDOTHELIAL,Notch-signaling,CLDN5
ENDOTHELIAL,HEV1,NR2F2
ENDOTHELIAL,Endo1,ANGPT2
ENDOTHELIAL,Stress,DNAJB1
ENDOTHELIAL,Endo2,TFPI
ENDOTHELIAL,Cell-cycle,PCNA
ENDOTHELIAL,Endo3,MT1M
ENDOTHELIAL,Endo4,MGP
ENDOTHELIAL,Endo5,LOX
ENDOTHELIAL,Interferon,IFI6
ENDOTHELIAL,HEV2,SELP
ENDOTHELIAL,Endo6,EMCN
ENDOTHELIAL,Endo7,MT1M
ENDOTHELIAL,NF-kb,VCAM1
ENDOTHELIAL,Coagulation,FABP5
ENDOTHELIAL,Notch-signaling,HEY1
ENDOTHELIAL,HEV1,SELE
ENDOTHELIAL,Endo1,KDR
ENDOTHELIAL,Stress,PPP1R15A
ENDOTHELIAL,Endo2,PROX1
ENDOTHELIAL,Cell-cycle,CENPF
ENDOTHELIAL,Endo3,PTPRB
ENDOTHELIAL,Endo4,TGFBR2
ENDOTHELIAL,Endo5,TP53I11
ENDOTHELIAL,Interferon,MX1
ENDOTHELIAL,HEV2,SELE
ENDOTHELIAL,Endo6,FRY
ENDOTHELIAL,Endo7,MT1X
ENDOTHELIAL,NF-kb,ADAMTS9
ENDOTHELIAL,Coagulation,FAM167B
ENDOTHELIAL,Notch-signaling,ENPP2
ENDOTHELIAL,HEV1,IL33
ENDOTHELIAL,Endo1,STC1
ENDOTHELIAL,Stress,FOS
ENDOTHELIAL,Endo2,EFEMP1
ENDOTHELIAL,Cell-cycle,KIAA0101
ENDOTHELIAL,Endo3,RAMP3
ENDOTHELIAL,Endo4,MEG3
ENDOTHELIAL,Endo5,CLDN5
ENDOTHELIAL,Interferon,CXCL11
ENDOTHELIAL,HEV2,TGM2
ENDOTHELIAL,Endo6,IL32
ENDOTHELIAL,Endo7,MT1E
ENDOTHELIAL,NF-kb,CXCL2
ENDOTHELIAL,Coagulation,HTRA1
ENDOTHELIAL,Notch-signaling,KCTD12
ENDOTHELIAL,HEV1,IL1R1
ENDOTHELIAL,Endo1,NOTCH4
ENDOTHELIAL,Stress,JUN
ENDOTHELIAL,Endo2,AKAP12
ENDOTHELIAL,Cell-cycle,TOP2A
ENDOTHELIAL,Endo3,SPARCL1
ENDOTHELIAL,Endo4,NTN4
ENDOTHELIAL,Endo5,GYPC
ENDOTHELIAL,Interferon,WARS
ENDOTHELIAL,HEV2,VCAN
